CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc
708,Spain,Male,21,7,112615.86,1,1,1,4491.77,0,25.06601940450991,0.125,1.0,1.2793523208767354,0.6100000000000001,18-25,Medium,0,1,1
521,Spain,Female,22,10,0.0,1,1,1,101311.95,0,0.0,0.09090909090909091,1.0,0.7198273462849749,0.7,18-25,Low,0,1,0
636,France,Female,24,9,0.0,2,0,1,38830.72,0,0.0,0.2,0.7,0.6765338047095127,0.6499999999999999,18-25,Low,0,0,0
529,France,Female,31,5,0.0,2,1,0,26817.23,0,0.0,0.3333333333333333,0.3,0.3593305043567193,0.37,26-35,Low,0,0,0
757,France,Male,28,3,75381.15,1,1,1,198069.7345,0,0.38057691960545537,0.25,1.0,2.1828567302742474,0.49000000000000005,26-35,Premium,0,0,1
767,Spain,Female,24,5,0.0,2,1,1,67445.85,0,0.0,0.3333333333333333,1.0,1.1357576715064739,0.65,18-25,Medium,0,1,0
525,Spain,Male,33,5,0.0,2,1,0,161002.29,0,0.0,0.3333333333333333,0.3,1.0335871140815351,0.37,26-35,Low,0,1,1
759,Spain,Male,38,1,0.0,2,1,0,20778.39,0,0.0,1.0,0.3,0.8787949586062525,0.24999999999999997,36-45,Low,0,1,1
520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,2.9989325933036737,0.5,1.0,1.072161582929001,0.43000000000000005,36-45,Low,0,2,0
738,France,Female,26,3,0.0,2,1,0,67484.16,0,0.0,0.5,0.3,1.0665749142380934,0.31,26-35,Low,0,0,0
548,Spain,Male,37,4,0.0,1,1,0,121763.68,0,0.0,0.2,0.3,0.8886455477780747,0.24,36-45,Low,0,1,1
535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,0.695684205261801,0.1,0.3,1.6276039228891535,0.39,46-55,High,1,1,1
615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,1.412508704283074,0.2,1.0,1.8279816121319326,0.52,56+,Premium,0,1,1
850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0,2.3283224819170334,0.25,0.0,1.7622313496940494,0.31,36-45,High,1,2,1
487,France,Female,34,2,96019.5,1,0,0,9085.0,0,10.567851639885538,0.3333333333333333,0.0,0.6848088321019571,0.06,26-35,Low,0,0,0
731,France,Male,30,7,0.0,2,0,1,143086.09,0,0.0,0.25,0.7,1.435106598955929,0.59,26-35,Medium,0,0,1
726,Spain,Female,35,9,0.0,2,0,1,100556.98,0,0.0,0.2,0.7,1.2064105347132992,0.6499999999999999,26-35,Medium,0,1,0
609,France,Female,35,2,147900.43,1,1,0,140000.29,0,1.0564219086838413,0.3333333333333333,0.3,1.9228153887753638,0.18,26-35,Premium,1,0,0
714,France,Male,52,4,100755.66,1,1,1,186775.25,0,0.5394457807135543,0.2,1.0,2.1588732131792634,0.52,46-55,Premium,0,0,1
694,Spain,Female,35,7,0.0,1,1,0,133570.43,1,0.0,0.125,0.3,1.2980967073443583,0.33,26-35,Medium,0,1,0
786,France,Female,33,0,83036.05,1,0,1,154990.58,1,0.5357455546940034,1.0,0.7,2.07385973590326,0.27999999999999997,26-35,Premium,0,0,0
698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0,4.535359770085018,0.2857142857142857,0.0,1.442360052112936,0.28,26-35,High,1,1,1
601,France,Female,46,3,98202.76,1,0,0,137763.93,0,0.7128284389938717,0.25,0.0,1.6250420553156308,0.09000000000000001,46-55,High,1,0,0
769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0,2.8186849774516585,0.5,0.3,1.3178258904838775,0.15,36-45,Medium,0,1,1
850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,0.7536436345474702,0.5,0.7,2.6948804915271083,0.47,36-45,Premium,0,2,1
646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,1.0030598518383091,0.3333333333333333,1.0,1.994323684787673,0.65,46-55,Premium,0,1,0
659,France,Female,44,9,23503.31,1,0,1,169862.01,1,0.13836626349668477,0.1,0.7,1.5256952942863595,0.55,36-45,High,0,0,0
487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0,3.5228621468639743,0.1111111111111111,0.3,1.1166217982719364,0.36,26-35,Medium,1,1,1
740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,3.9688390022145894,0.6666666666666666,1.0,1.5420914888563297,0.56,36-45,High,0,2,0
686,France,Male,39,4,0.0,2,1,0,155023.93,0,0.0,0.4,0.3,1.3882880126046593,0.33999999999999997,36-45,Medium,0,0,1
612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,0.7514809219911631,0.3333333333333333,0.3,1.8778330598453064,0.37,36-45,Premium,1,1,0
655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0,2.1467097594644025,0.2222222222222222,0.0,1.793034490429233,0.33999999999999997,36-45,High,1,1,1
617,France,Male,34,1,61687.33,2,1,0,105965.25,0,0.582141294987791,1.0,0.3,1.3049156971854645,0.24999999999999997,26-35,Medium,0,0,1
674,France,Female,27,4,79144.34,1,0,1,50743.83,0,1.5596532691113556,0.2,0.7,1.2537342399422,0.39999999999999997,26-35,Medium,0,0,0
711,Spain,Male,32,5,0.0,2,1,1,147720.27,0,0.0,0.3333333333333333,1.0,1.4108761437674542,0.65,26-35,Medium,0,1,1
624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,0.6263797554381918,0.125,1.0,1.8667680591331028,0.6100000000000001,26-35,Premium,0,2,0
597,Spain,Male,26,5,0.0,2,0,1,95159.13,0,0.0,0.3333333333333333,0.7,0.8702898897501679,0.5299999999999999,26-35,Low,0,1,1
682,Spain,Male,46,4,0.0,1,1,1,4654.28,0,0.0,0.2,1.0,0.6124136940072348,0.52,46-55,Low,0,1,1
775,France,Male,45,8,0.0,1,1,0,130376.68,0,0.0,0.1111111111111111,0.3,1.4756008112875159,0.36,36-45,High,0,0,1
727,France,Female,29,1,146652.01,1,1,1,173486.39,0,0.8453179795949435,0.5,1.0,2.369048836146588,0.43000000000000005,26-35,Premium,0,0,0
629,France,Male,31,6,0.0,2,1,0,93881.75,0,0.0,0.2857142857142857,0.3,0.9403352050653094,0.4,26-35,Low,0,0,1
684,France,Male,46,0,0.0,2,1,1,36376.97,0,0.0,2.0,1.0,0.778861684581885,0.5,46-55,Low,0,0,1
549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0,1.0165088286513702,1.0,1.0,1.6277583649926437,0.53,36-45,High,0,2,0
593,Germany,Male,69,2,185967.98540000003,2,0,1,105898.69,0,1.7560767684966787,0.6666666666666666,0.7,1.915450823946706,0.43999999999999995,56+,Premium,0,2,1
536,Spain,Male,40,9,0.0,2,1,1,11959.03,0,0.0,0.2,1.0,0.30035743342761884,0.77,36-45,Low,0,1,1
707,France,Female,36,6,0.0,1,0,0,98810.78,0,0.0,0.14285714285714285,0.0,1.1520571078203257,0.18000000000000002,36-45,Medium,0,0,0
592,Spain,Male,41,0,0.0,2,1,0,65906.07,0,0.0,2.0,0.3,0.70925044841479,0.21999999999999997,36-45,Low,0,1,1
703,France,Male,44,6,98862.54,1,1,0,151516.7,0,0.6524817892563046,0.14285714285714285,0.3,1.9426950642793246,0.30000000000000004,36-45,Premium,1,0,1
723,Spain,Female,45,4,0.0,2,1,0,37214.39,0,0.0,0.4,0.3,0.8764307303964225,0.33999999999999997,36-45,Low,0,1,0
452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0,1.069627439480076,1.0,0.0,1.0368290394882504,0.13,46-55,Low,1,2,1
552,Spain,Male,42,4,0.0,2,0,0,195692.3,0,0.0,0.4,0.0,1.2749655982496677,0.21999999999999997,36-45,Medium,0,1,1
633,France,Female,47,0,0.0,1,1,1,6342.84,1,0.0,1.0,1.0,0.503793953494848,0.4,46-55,Low,0,0,0
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,1.2987540210498703,0.1,0.7,1.2524367828081842,0.55,18-25,Medium,0,2,0
768,France,Male,25,6,0.0,2,1,1,21215.67,0,0.0,0.2857142857142857,1.0,0.9025544996272684,0.68,18-25,Low,0,0,1
742,France,Male,31,4,105239.1,1,1,1,19700.24,0,5.341750062432618,0.2,1.0,1.3985297140066144,0.52,26-35,Medium,0,0,1
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,0.8258611535143027,0.1,0.3,1.8369497691331462,0.39,56+,Premium,1,2,1
707,Spain,Male,44,3,0.0,2,1,1,135077.01,0,0.0,0.5,1.0,1.3368749299419411,0.59,36-45,Medium,0,1,1
754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,1.1803124940822318,0.25,0.3,2.2897449005676096,0.43,36-45,Premium,1,1,1
544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,1.0532622693375746,0.16666666666666666,0.0,1.333700167630236,0.15,46-55,Medium,1,2,1
718,Spain,Male,32,8,0.0,2,1,1,41399.33,0,0.0,0.2222222222222222,1.0,0.8857960522829894,0.74,26-35,Low,0,1,1
762,France,Male,31,7,117687.35,1,1,1,159344.43,0,0.7385674631522222,0.125,1.0,2.2249606846358105,0.6100000000000001,26-35,Premium,0,0,1
772,France,Male,23,2,0.0,2,1,0,18364.19,0,0.0,0.6666666666666666,0.3,0.8975923334394554,0.27999999999999997,18-25,Low,0,0,1
691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,1.2537012761573962,0.125,1.0,1.772243392999823,0.6100000000000001,36-45,High,0,2,0
502,France,Male,45,0,0.0,1,0,0,84663.21,0,0.0,1.0,0.0,0.5895284740870921,0.0,36-45,Low,0,0,1
563,France,Female,34,6,0.0,2,0,0,36536.93,0,0.0,0.2857142857142857,0.0,0.49020317908793803,0.28,26-35,Low,0,0,0
676,France,Female,41,4,101457.14,1,1,1,79101.67,0,1.2826007010888507,0.2,1.0,1.5230164222213343,0.52,36-45,High,0,0,0
576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,6.040760797733395,0.6666666666666666,1.0,0.9606086927094412,0.56,46-55,Low,0,1,1
629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,1.1020549403949496,0.4,0.7,2.208042993250869,0.49999999999999994,26-35,Premium,0,1,1
625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0,2.4732261833609313,0.1111111111111111,0.3,1.3535008040083678,0.36,46-55,Medium,1,1,1
628,France,Male,45,9,0.0,2,1,1,96862.56,0,0.0,0.2,1.0,0.9531334886632697,0.77,36-45,Low,0,0,1
471,Germany,Female,36,5,90063.74,2,1,1,96366.7,0,0.9345843057372959,0.3333333333333333,1.0,1.059305443900779,0.65,36-45,Low,0,2,0
811,France,Female,45,5,0.0,2,1,1,146123.19,0,0.0,0.3333333333333333,1.0,1.6419716486377807,0.65,36-45,High,0,0,0
504,France,Male,42,3,134936.97,2,0,0,135178.91,0,0.9982028394603902,0.5,0.0,1.5773407644104112,0.19,36-45,High,1,0,1
687,France,Female,24,3,110495.27,1,1,0,158615.41,0,0.6966194103119595,0.25,0.3,2.0031459052344607,0.21000000000000002,18-25,Premium,1,0,0
660,Germany,Female,37,2,133200.09,1,0,0,71433.88,0,1.8646365752976695,0.3333333333333333,0.0,1.6163531721489819,0.06,36-45,High,1,2,0
548,France,Female,41,4,82596.8,1,0,1,55672.09,0,1.4836036584281564,0.2,0.7,0.9959787494626524,0.39999999999999997,36-45,Low,0,0,0
609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,0.6912419465139955,0.1,1.0,1.7379499293797003,0.67,26-35,High,0,2,1
659,Spain,Female,42,2,0.0,1,0,0,162734.31,1,0.0,0.3333333333333333,0.0,1.3629878949198124,0.06,36-45,Medium,0,1,0
526,France,Male,52,8,93590.47,1,0,1,21228.71,1,4.40846671951713,0.1111111111111111,0.7,0.8269347768514688,0.52,46-55,Low,0,0,1
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0,1.6790505715884048,0.1111111111111111,0.3,1.5677093690691797,0.36,36-45,High,1,2,1
519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,1.87150546793441,0.5,1.0,1.1233175663065063,0.43000000000000005,36-45,Medium,0,2,1
562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0,1.0780024036583604,0.1,1.0,1.4853999316763682,0.67,26-35,High,0,2,0
482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,2.152296339938289,0.125,0.3,1.3211844522591902,0.33,36-45,Medium,1,2,1
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,18.992090901615576,0.5,1.0,1.2280141162248759,0.59,36-45,Medium,0,1,1
561,France,Female,27,9,135637.0,1,1,0,153080.4,1,0.8860449407962039,0.1,0.3,1.8086971682314408,0.39,26-35,Premium,1,0,0
661,France,Female,30,7,0.0,2,1,0,72196.57,0,0.0,0.25,0.3,0.9063794937974975,0.43,26-35,Low,0,0,0
771,France,Male,27,2,0.0,2,1,1,198069.7345,0,0.0,0.6666666666666666,1.0,1.8110047846889952,0.56,26-35,Premium,0,0,1
545,France,Male,26,7,0.0,2,0,1,156598.23,0,0.0,0.25,0.7,1.058990293240123,0.59,26-35,Low,0,0,1
850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0,1.1134083587208736,0.3333333333333333,0.7,1.820944721531601,0.33999999999999997,26-35,Premium,0,2,0
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,1.275131050955042,0.5,1.0,1.7246734114441282,0.59,36-45,High,0,2,1
712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0,2.245854433521994,0.25,1.0,1.6756549677341597,0.71,36-45,High,0,2,1
589,France,Female,31,10,110635.32,1,1,0,148218.86,0,0.746427098230966,0.09090909090909091,0.3,1.7164669462227595,0.42,26-35,High,1,0,0
600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,2.3029518304371654,0.1111111111111111,1.0,1.740962191522332,0.64,36-45,High,0,1,1
642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0,2.3379443910997306,0.2,0.3,1.6853246739616214,0.24,36-45,High,1,2,1
575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,1.700717599968985,0.2,1.0,1.2363683292124643,0.77,46-55,Medium,0,2,1
570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0.8351114798761466,0.16666666666666666,0.7,1.3145233106408114,0.42999999999999994,56+,Medium,0,2,0
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,0.8441279248575568,0.1,0.3,1.802242410116066,0.39,46-55,Premium,1,2,1
796,France,Male,30,2,137262.71,2,1,0,62905.29,0,2.182018841041174,0.6666666666666666,0.3,1.9200949296773766,0.27999999999999997,26-35,Premium,1,0,1
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,0.0,0.14285714285714285,1.0,1.1758162252569282,0.5800000000000001,26-35,Medium,0,1,1
642,Spain,Female,36,6,0.0,2,1,1,97938.59,0,0.0,0.2857142857142857,1.0,0.9921099122449366,0.68,36-45,Low,0,1,0
655,France,Male,28,10,0.0,2,0,1,126565.21,0,0.0,0.18181818181818182,0.7,1.1690956829844439,0.6799999999999999,26-35,Medium,0,0,1
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,0.6274715771460508,0.1,0.3,2.2879290736092566,0.39,46-55,Premium,1,2,1
617,France,Female,34,0,131244.65,2,1,0,183229.02,0,0.7162835544088245,2.0,0.3,2.0726912287328965,0.21999999999999997,26-35,Premium,1,0,0
762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0,1.1804367497407686,0.5,1.0,1.9933923870426993,0.59,26-35,Premium,0,2,1
703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,0.8383887946494173,0.3333333333333333,0.3,2.250652681456764,0.37,26-35,Premium,1,2,1
507,France,Male,41,3,58820.32,2,1,1,138536.09,0,0.4245817491907763,0.5,1.0,1.1923267102277426,0.59,36-45,Medium,0,0,1
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,0.5695798852163169,0.25,1.0,1.8525560530209813,0.49000000000000005,26-35,Premium,0,2,0
593,France,Male,31,9,0.0,2,0,1,20492.16,0,0.0,0.2,0.7,0.4802071035609803,0.6499999999999999,26-35,Low,0,0,1
648,France,Male,23,9,168372.52,1,1,0,134676.72,0,1.2501883756273866,0.1,0.3,2.0990711085796443,0.39,18-25,Premium,1,0,1
462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,0.6837312751662343,1.0,0.3,1.2772171262394483,0.24999999999999997,26-35,Medium,0,2,1
596,Spain,Male,36,2,0.0,2,0,1,125557.95,0,0.0,0.6666666666666666,0.7,1.0228142186279567,0.43999999999999995,36-45,Low,0,1,1
627,France,Female,44,5,0.0,2,1,0,82969.61,1,0.0,0.3333333333333333,0.3,0.8799407118669508,0.37,36-45,Low,0,0,0
494,France,Male,40,7,0.0,2,0,1,158071.69,0,0.0,0.25,0.7,0.9444896838004366,0.59,36-45,Low,0,0,1
627,France,Male,72,0,146329.73,1,0,1,43615.67,0,3.3549037558346386,1.0,0.7,1.4662418972360958,0.27999999999999997,56+,High,0,0,1
850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,0.0,0.6666666666666666,0.3,1.6019926888804097,0.27999999999999997,36-45,High,0,1,1
632,France,Female,49,5,167962.7,1,0,0,140201.21,0,1.1980032269106173,0.16666666666666666,0.0,2.086743464047993,0.15,46-55,Premium,1,0,0
490,France,Male,33,1,0.0,2,1,1,80792.83,0,0.0,1.0,1.0,0.5410963378585196,0.53,26-35,Low,0,0,1
715,France,Male,40,7,0.0,1,1,1,141359.11,0,0.0,0.125,1.0,1.3880281533860652,0.6100000000000001,36-45,Medium,0,0,1
679,France,Male,48,8,0.0,2,1,0,23344.94,0,0.0,0.2222222222222222,0.3,0.7004868995168003,0.45999999999999996,46-55,Low,0,0,1
619,France,Male,44,3,116967.68,1,1,0,5075.17,1,23.04250645663955,0.25,0.3,1.0928076587773523,0.21000000000000002,36-45,Medium,1,0,1
465,Spain,Female,33,6,0.0,2,1,1,95500.98,0,0.0,0.2857142857142857,1.0,0.5562425318715503,0.68,26-35,Low,0,1,0
736,Spain,Male,32,7,0.0,1,0,1,79082.62,0,0.0,0.125,0.7,1.120897612946664,0.49,26-35,Medium,0,1,1
501,Germany,Female,34,7,93244.42,1,0,1,198069.7345,0,0.4707632363528192,0.125,0.7,1.6664721581459796,0.49,26-35,High,0,2,0
535,France,Female,29,5,0.0,2,0,1,52709.55,0,0.0,0.3333333333333333,0.7,0.5056354852387351,0.5299999999999999,26-35,Low,0,0,0
759,France,Female,33,2,0.0,2,1,0,56583.88,0,0.0,0.6666666666666666,0.3,1.0612647847171353,0.27999999999999997,26-35,Low,0,0,0
819,France,Male,35,1,0.0,2,0,1,3385.04,0,0.0,1.0,0.7,0.9336966641590332,0.4099999999999999,26-35,Low,0,0,1
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,6.415645671464188,0.4,0.7,0.7286866031295444,0.49999999999999994,36-45,Low,0,2,1
632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,2.326214962360721,0.6666666666666666,0.0,1.6085204033199523,0.15999999999999998,26-35,High,1,2,0
686,France,Male,60,9,0.0,3,1,1,75246.21,1,0.0,0.3,1.0,0.9817295017192421,0.87,56+,Low,0,0,1
687,France,Female,34,9,125474.44,1,1,0,198069.7345,0,0.6334829843325491,0.1,0.3,2.284757742413722,0.39,26-35,Premium,1,0,0
667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0,1.8413531662161695,0.4,0.3,1.587828382322008,0.33999999999999997,26-35,High,1,2,0
699,Spain,Female,25,8,0.0,2,1,1,52404.47,0,0.0,0.2222222222222222,1.0,0.8964252521458778,0.74,18-25,Low,0,1,0
497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0.7861654913304017,0.2222222222222222,1.0,1.6718377367269057,0.74,36-45,High,0,1,1
780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0.9416625118467348,0.14285714285714285,1.0,2.393826842712369,0.5800000000000001,26-35,Premium,0,1,0
652,France,Female,51,3,0.0,1,1,0,173989.47,1,0.0,0.25,0.3,1.4035993659302815,0.21000000000000002,46-55,Medium,0,0,0
477,France,Male,47,9,144900.58,1,1,0,61315.37,1,2.3631630509112003,0.1,0.3,1.1899054648068477,0.39,46-55,Medium,1,0,1
652,France,Female,37,4,0.0,2,1,0,143393.24,0,0.0,0.4,0.3,1.247676663357336,0.33999999999999997,36-45,Medium,0,0,0
488,France,Female,31,8,97588.6,1,0,0,124210.53,0,0.7856645836340637,0.1111111111111111,0.0,1.2823345855526989,0.24,26-35,Medium,1,0,0
572,France,Male,24,1,0.0,2,1,1,151460.84,0,0.0,1.0,1.0,1.0974027307922598,0.53,18-25,Medium,0,0,1
755,France,Female,38,1,0.0,2,1,0,20734.81,0,0.0,1.0,0.3,0.8690034907904371,0.24999999999999997,36-45,Low,0,0,0
779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,2.795926057781715,0.18181818181818182,0.3,1.7005859556383522,0.52,18-25,High,1,2,0
693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,0.8393916494464561,0.25,0.3,2.3518499544013705,0.21000000000000002,46-55,Premium,1,1,0
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0,0.0,0.25,0.3,0.7559259187358351,0.43,18-25,Low,0,1,0
738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,4.382510919999899,0.5,0.7,1.5214328869016225,0.47,26-35,High,0,1,0
690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0,2.478149709649767,0.6666666666666666,0.3,1.6281814211978811,0.27999999999999997,26-35,High,1,2,1
611,France,Female,30,9,88594.14,1,1,0,196332.45,0,0.4512432293121727,0.1,0.3,1.8957707966756996,0.39,26-35,Premium,0,0,0
643,Spain,Male,34,6,0.0,2,1,1,116046.22,0,0.0,0.2857142857142857,1.0,1.0867812926496137,0.68,26-35,Medium,0,1,1
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,1.3550374553119988,0.4444444444444444,0.3,1.6314944810884946,0.6599999999999999,36-45,High,1,2,1
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,1.2660319697020324,0.18181818181818182,0.0,1.608365786916746,0.39999999999999997,26-35,High,0,1,0
508,France,Female,64,2,0.0,1,1,1,6076.62,0,0.0,0.3333333333333333,1.0,0.20339419663317726,0.46,56+,Low,0,0,0
550,France,Male,31,5,142200.19,2,1,1,122221.71,0,1.1634514567710044,0.3333333333333333,1.0,1.660413185275687,0.65,26-35,High,0,0,1
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,6.654849954650882,0.25,1.0,1.7485036134835168,0.49000000000000005,36-45,High,0,2,0
759,France,Male,26,4,0.0,2,1,0,135394.62,0,0.0,0.4,0.3,1.462895429164956,0.33999999999999997,26-35,High,0,0,1
794,Spain,Male,33,8,0.0,2,0,0,91340.02,0,0.0,0.2222222222222222,0.0,1.3221190326713768,0.33999999999999997,26-35,Medium,0,1,1
549,France,Male,29,3,0.0,2,1,0,146090.38,0,0.0,0.5,0.3,1.0150101858779097,0.31,26-35,Low,0,0,1
671,France,Male,31,0,116234.61,1,1,0,172096.08,0,0.6754014071592616,1.0,0.3,2.064429767231145,0.12,26-35,Premium,1,0,1
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1.1489085431342274,0.16666666666666666,0.7,2.2881320684509254,0.42999999999999994,26-35,Premium,0,2,0
632,France,Female,21,1,0.0,2,1,0,84008.66,0,0.0,1.0,0.3,0.8971975796754555,0.24999999999999997,18-25,Low,0,0,0
579,France,Male,38,8,0.0,2,0,0,91763.67,0,0.0,0.2222222222222222,0.0,0.8099239458262587,0.33999999999999997,36-45,Low,0,0,1
748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0.6131984108272793,0.16666666666666666,1.0,1.896508059950895,0.55,26-35,Premium,0,0,1
488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,1.3037975762096221,0.25,0.3,1.4176097253887756,0.43,26-35,Medium,1,2,0
710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0,16.20796826110652,0.25,0.7,1.6239061066002551,0.59,56+,High,0,2,1
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,0.0,0.3333333333333333,1.0,0.8449892418569577,0.84,36-45,Low,0,1,0
773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0.7819480555405606,0.3333333333333333,0.7,2.537974936443854,0.33999999999999997,56+,Premium,0,0,1
657,Spain,Male,72,7,126273.95,1,0,1,91673.6,0,1.3774147910108143,0.125,0.7,1.6750768835839998,0.49,56+,High,0,1,1
579,France,Female,26,10,162482.76,1,1,1,18458.2,0,8.802264453497443,0.09090909090909091,1.0,1.3100625443262868,0.7,26-35,Medium,0,0,0
542,France,Male,29,9,0.0,1,1,0,8342.35,0,0.0,0.1,0.3,0.29628038913120414,0.39,26-35,Low,0,0,1
709,France,Female,32,2,87814.89,1,1,0,138578.37,0,0.6336793853226494,0.3333333333333333,0.3,1.8317073842756508,0.18,26-35,Premium,0,0,0
617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,2.98605541746153,0.25,1.0,1.2397545902456653,0.49000000000000005,56+,Medium,0,1,1
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,0.8176146268445003,0.6666666666666666,1.0,1.333163371135595,0.85,36-45,Medium,0,2,1
769,France,Female,72,1,0.0,1,1,1,29792.11,0,0.0,0.5,1.0,0.9486535917619123,0.43000000000000005,56+,Low,0,0,0
608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0,15.096251733997677,0.5,0.7,1.0211387568512313,0.30999999999999994,26-35,Low,0,2,1
503,Spain,Male,31,4,0.0,2,1,1,21645.06,0,0.0,0.4,1.0,0.2707714397511876,0.62,26-35,Low,0,1,1
608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,0.7561486702082261,0.2222222222222222,1.0,1.6676125020499646,0.74,36-45,High,0,2,0
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,0.6767077921495188,0.25,0.0,2.214614898755566,0.09000000000000001,36-45,Premium,1,2,1
850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0,0.9184425414384318,0.4,0.0,2.0612424711241877,0.21999999999999997,36-45,Premium,1,2,0
591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0,2.0841722489838928,0.2,1.0,1.5493208777826564,0.52,26-35,High,0,2,0
579,Spain,Male,37,4,0.0,2,1,1,32246.63,0,0.0,0.4,1.0,0.5066167172578335,0.62,36-45,Low,0,1,1
570,France,Male,39,10,129674.89,2,1,0,80552.36,0,1.6098011305797797,0.18181818181818182,0.3,1.428555276377642,0.52,36-45,Medium,1,0,1
709,France,Female,37,9,0.0,2,1,0,16733.59,0,0.0,0.2,0.3,0.7385648625529492,0.49,36-45,Low,0,0,0
611,France,Male,53,3,83568.26,1,0,0,1842.8253000000004,0,45.323306931518935,0.25,0.0,0.877598731582075,0.09000000000000001,46-55,Low,0,0,1
775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,3.5508671519158783,0.4,0.0,2.024781371128793,0.21999999999999997,46-55,Premium,1,1,1
699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0,4.367543612287727,0.14285714285714285,1.0,1.5922422728240777,0.5800000000000001,36-45,High,0,2,1
618,France,Male,37,5,0.0,1,0,1,178705.45,1,0.0,0.16666666666666666,0.7,1.3462929521102343,0.42999999999999994,36-45,Medium,0,0,1
704,France,Male,36,3,114370.41,1,0,1,66810.48,0,1.7118376961564092,0.25,0.7,1.5968025652779767,0.37,36-45,High,0,0,1
